,Stock_Name,Adjusted_Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Label,negative_score,neutral_score,positive_score
967,LUPIN.NS,2024-10-21,2179.699951171875,2206.949951171875,2131.64990234375,2151.949951171875,931913,0.0,0.0,1,0.99256855,0.00432341,0.00310803
968,LUPIN.NS,2024-10-22,2154.050048828125,2172.25,2125.0,2132.050048828125,641471,0.0,0.0,-1,0.99018854,0.00673653,0.0030749
969,LUPIN.NS,2024-10-23,2120.39990234375,2149.0,2068.0,2074.550048828125,661952,0.0,0.0,-1,0.98688924,0.00981141,0.00329944
970,LUPIN.NS,2024-10-24,2070.0,2137.449951171875,2062.199951171875,2131.550048828125,703917,0.0,0.0,1,0.9911692,0.00573031,0.00310039
971,LUPIN.NS,2024-10-25,2137.800048828125,2162.050048828125,2115.0,2156.699951171875,1043035,0.0,0.0,1,0.9906889,0.00628236,0.00302864
972,LUPIN.NS,2024-10-28,2157.050048828125,2217.0,2157.050048828125,2204.699951171875,1339084,0.0,0.0,1,0.99264574,0.00416303,0.00319123
973,LUPIN.NS,2024-10-29,2214.64990234375,2214.64990234375,2168.39990234375,2206.14990234375,631970,0.0,0.0,-1,0.98966014,0.00774367,0.00259618
974,LUPIN.NS,2024-10-30,2195.5,2211.199951171875,2151.0,2158.25,905336,0.0,0.0,1,0.9908159,0.00625923,0.00292483
975,LUPIN.NS,2024-10-31,2169.449951171875,2200.0,2148.35009765625,2186.949951171875,1397820,0.0,0.0,1,0.99161047,0.0056704,0.00271921
976,LUPIN.NS,2024-11-01,2204.39990234375,2205.0,2180.25,2197.699951171875,60791,0.0,0.0,1,0.9919675,0.00491362,0.00311887
977,LUPIN.NS,2024-11-04,2212.800048828125,2218.85009765625,2177.0,2188.35009765625,1118307,0.0,0.0,1,0.99258935,0.00432631,0.00308433
978,LUPIN.NS,2024-11-05,2199.0,2210.5,2092.5,2181.75,1792958,0.0,0.0,1,0.05108793,0.89370584,0.05520617
979,LUPIN.NS,2024-11-06,2194.0,2201.39990234375,2145.5,2166.050048828125,1115766,0.0,0.0,1,0.99092394,0.00629338,0.0027827
980,LUPIN.NS,2024-11-07,2181.800048828125,2181.800048828125,2096.10009765625,2111.5,1124923,0.0,0.0,1,0.32180232,0.63645005,0.0417476
981,LUPIN.NS,2024-11-08,2144.89990234375,2156.699951171875,2078.85009765625,2104.60009765625,3459521,0.0,0.0,1,0.04490937,0.88907826,0.0660124
982,LUPIN.NS,2024-11-11,2140.0,2142.449951171875,2074.949951171875,2084.89990234375,1335431,0.0,0.0,-1,0.9922482,0.00495555,0.00279624
983,LUPIN.NS,2024-11-12,2085.14990234375,2129.0,2077.85009765625,2090.10009765625,1313915,0.0,0.0,1,0.05109739,0.89373904,0.05516355
984,LUPIN.NS,2024-11-13,2088.449951171875,2088.449951171875,2030.1500244140625,2039.0,681649,0.0,0.0,-1,0.99219465,0.0047746,0.00303074
985,LUPIN.NS,2024-11-14,2039.0,2053.25,2004.6500244140625,2015.8499755859373,663815,0.0,0.0,-1,0.9812586,0.01534502,0.00339632
986,LUPIN.NS,2024-11-18,2007.5,2044.800048828125,2000.0,2035.75,1117238,0.0,0.0,1,0.9926133,0.0042871,0.00309965
987,LUPIN.NS,2024-11-19,2042.699951171875,2054.39990234375,2024.199951171875,2038.199951171875,585164,0.0,0.0,-1,0.99041545,0.00664437,0.00294024
988,LUPIN.NS,2024-11-21,2024.5,2065.0,2008.5,2043.0,504433,0.0,0.0,-1,0.84024584,0.14795738,0.01179677
989,LUPIN.NS,2024-11-22,2040.949951171875,2077.199951171875,2034.0,2071.35009765625,410403,0.0,0.0,1,0.04490716,0.89472884,0.06036403
990,LUPIN.NS,2024-11-25,2086.60009765625,2119.0,2077.699951171875,2107.14990234375,990397,0.0,0.0,1,0.9924907,0.00441724,0.00309198
991,LUPIN.NS,2024-11-26,2107.050048828125,2113.14990234375,2030.1500244140625,2036.0,671643,0.0,0.0,-1,0.99193704,0.00519031,0.00287271
992,LUPIN.NS,2024-11-27,2036.5999755859373,2041.8499755859373,2000.550048828125,2006.3499755859373,1000543,0.0,0.0,-1,0.9829469,0.01356505,0.00348812
993,LUPIN.NS,2024-11-28,2005.9000244140625,2021.0,1986.0,1998.4000244140625,941637,0.0,0.0,1,0.6763863,0.305742,0.01787167
994,LUPIN.NS,2024-11-29,2001.5999755859373,2059.550048828125,1999.0,2050.75,820811,0.0,0.0,1,0.9411732,0.05242822,0.00639858
995,LUPIN.NS,2024-12-02,2049.5,2082.550048828125,2043.699951171875,2069.550048828125,633362,0.0,0.0,1,0.95581704,0.03900689,0.00517603
996,LUPIN.NS,2024-12-03,2086.60009765625,2092.800048828125,2068.60009765625,2081.64990234375,824015,0.0,0.0,1,0.05601767,0.8888285,0.05515377
997,LUPIN.NS,2024-12-04,2084.949951171875,2110.949951171875,2061.35009765625,2101.64990234375,1114148,0.0,0.0,1,0.33719262,0.6256385,0.03716888
998,LUPIN.NS,2024-12-05,2114.800048828125,2130.949951171875,2065.5,2125.050048828125,842359,0.0,0.0,1,0.0521574,0.8926455,0.05519705
999,LUPIN.NS,2024-12-06,2134.5,2141.85009765625,2120.449951171875,2133.550048828125,626159,0.0,0.0,1,0.81678325,0.17027052,0.01294626
1000,LUPIN.NS,2024-12-09,2136.0,2142.0,2097.449951171875,2104.699951171875,599944,0.0,0.0,1,0.92286634,0.06925421,0.0078794
1001,LUPIN.NS,2024-12-10,2111.10009765625,2144.5,2105.25,2134.050048828125,942624,0.0,0.0,1,0.04923293,0.88988316,0.060884
1002,LUPIN.NS,2024-12-11,2134.89990234375,2161.85009765625,2128.699951171875,2150.39990234375,531244,0.0,0.0,1,0.05898198,0.8860748,0.05494326
1003,LUPIN.NS,2024-12-12,2159.25,2159.25,2110.60009765625,2119.85009765625,652699,0.0,0.0,-1,0.9794723,0.01616957,0.00435813
1004,LUPIN.NS,2024-12-13,2102.0,2112.0,2041.0,2076.75,487069,0.0,0.0,1,0.98838705,0.00836727,0.00324567
1005,LUPIN.NS,2024-12-16,2089.89990234375,2093.449951171875,2058.050048828125,2063.39990234375,607487,0.0,0.0,1,0.10798641,0.8431993,0.04881422
1006,LUPIN.NS,2024-12-17,2066.64990234375,2076.64990234375,2040.75,2047.25,645265,0.0,0.0,-1,0.9890437,0.00774725,0.00320896
1007,LUPIN.NS,2024-12-18,2038.0,2113.0,2038.0,2099.10009765625,1002541,0.0,0.0,-1,0.9173252,0.07449912,0.00817566
1008,LUPIN.NS,2024-12-19,2090.0,2166.89990234375,2079.199951171875,2162.85009765625,1863968,0.0,0.0,1,0.9808235,0.01522696,0.00394954
1009,LUPIN.NS,2024-12-20,2165.0,2177.75,2138.39990234375,2150.699951171875,1111341,0.0,0.0,1,0.36289632,0.59906936,0.03803432
1010,LUPIN.NS,2024-12-23,2154.89990234375,2190.0,2126.550048828125,2160.300048828125,936403,0.0,0.0,1,0.07026282,0.87812704,0.05161004
1011,LUPIN.NS,2024-12-24,2170.0,2186.5,2150.0,2169.449951171875,499489,0.0,0.0,1,0.62865096,0.35102504,0.02032403
1012,LUPIN.NS,2024-12-26,2176.0,2198.89990234375,2157.050048828125,2182.10009765625,909730,0.0,0.0,1,0.98155826,0.01473818,0.0037035
1013,LUPIN.NS,2024-12-27,2196.0,2238.0,2182.10009765625,2227.800048828125,946808,0.0,0.0,1,0.31569597,0.6472588,0.03704518
1014,LUPIN.NS,2024-12-30,2227.800048828125,2328.75,2226.85009765625,2311.35009765625,3018421,0.0,0.0,1,0.9854908,0.01156207,0.00294712
1015,LUPIN.NS,2024-12-31,2310.25,2373.89990234375,2296.800048828125,2355.699951171875,3424089,0.0,0.0,1,0.9925243,0.00482949,0.00264619
1016,LUPIN.NS,2025-01-01,2354.0,2369.39990234375,2336.800048828125,2364.89990234375,735846,0.0,0.0,1,0.99257106,0.00435639,0.00307254
1021,NTPCGREEN.NS,2024-11-27,111.5,122.6500015258789,111.5,121.6500015258789,300960804,0.0,0.0,1,0.98337287,0.01305567,0.00357142
1022,NTPCGREEN.NS,2024-11-28,120.5,132.3000030517578,116.2300033569336,127.75,168668707,0.0,0.0,1,0.98396444,0.01265365,0.00338194
1023,NTPCGREEN.NS,2024-11-29,127.0,132.1300048828125,123.22000122070312,124.83999633789062,78282615,0.0,0.0,-1,0.98799604,0.0083475,0.00365646
1024,NTPCGREEN.NS,2024-12-02,125.8000030517578,129.92999267578125,124.0,129.1999969482422,43653965,0.0,0.0,1,0.9864855,0.00912893,0.00438561
1025,NTPCGREEN.NS,2024-12-03,129.94000244140625,142.1199951171875,129.5,142.1199951171875,63550283,0.0,0.0,1,0.9861232,0.01044175,0.00343504
1026,NTPCGREEN.NS,2024-12-04,151.3000030517578,155.35000610351562,144.0,147.64999389648438,92484595,0.0,0.0,-1,0.9926986,0.00450709,0.00279429
1028,NTPCGREEN.NS,2024-12-06,141.8000030517578,146.1999969482422,139.6699981689453,143.99000549316406,33774224,0.0,0.0,1,0.98425865,0.01219364,0.00354769
1031,NTPCGREEN.NS,2024-12-11,152.50999450683594,154.39999389648438,147.27999877929688,148.61000061035156,41058297,0.0,0.0,-1,0.9861351,0.01107181,0.00279297
1033,NTPCGREEN.NS,2024-12-13,138.14999389648438,145.60000610351562,138.14999389648438,144.1300048828125,20380612,0.0,0.0,1,0.9862877,0.00951207,0.00420018
1034,NTPCGREEN.NS,2024-12-16,144.1199951171875,144.8000030517578,141.0,141.72999572753906,10733898,0.0,0.0,-1,0.99199015,0.00495035,0.00305948
1035,NTPCGREEN.NS,2024-12-17,140.89999389648438,141.6999969482422,138.24000549316406,139.74000549316406,11805928,0.0,0.0,0,0.99174225,0.00523933,0.00301836
1037,NTPCGREEN.NS,2024-12-19,132.10000610351562,138.10000610351562,131.39999389648438,134.8300018310547,17244808,0.0,0.0,1,0.9643457,0.03065396,0.0050004
1038,NTPCGREEN.NS,2024-12-20,135.5,138.10000610351562,130.5399932861328,131.6699981689453,12281654,0.0,0.0,1,0.986629,0.0090919,0.00427912
1039,NTPCGREEN.NS,2024-12-23,136.35000610351562,137.08999633789062,132.1199951171875,134.50999450683594,10403006,0.0,0.0,0,0.98875135,0.00844612,0.00280251
1040,NTPCGREEN.NS,2024-12-24,134.80999755859375,135.0,132.0,133.00999450683594,5699949,0.0,0.0,-1,0.9885571,0.00862574,0.00281703
1041,NTPCGREEN.NS,2024-12-26,130.0,130.99000549316406,125.3000030517578,126.02999877929688,35316396,0.0,0.0,-1,0.18636885,0.76692754,0.04670357
1042,NTPCGREEN.NS,2024-12-27,126.0,133.3000030517578,124.3000030517578,129.83999633789062,28200821,0.0,0.0,1,0.9853351,0.01033211,0.00433283
1043,NTPCGREEN.NS,2024-12-30,130.97999572753906,133.97999572753906,127.5999984741211,128.35000610351562,13244049,0.0,0.0,-1,0.9924583,0.00482381,0.00271788
1044,NTPCGREEN.NS,2024-12-31,128.1999969482422,129.19000244140625,126.6500015258789,127.19000244140624,7381606,0.0,0.0,0,0.9915501,0.00562825,0.00282159
1045,NTPCGREEN.NS,2025-01-01,127.6999969482422,129.60000610351562,126.76000213623048,127.62000274658205,9948053,0.0,0.0,0,0.9923099,0.00450117,0.00318892
1051,ONGC.NS,2024-09-03,319.1723611341324,320.14842340059766,313.9504220511321,314.4872741699219,10321111,0.0,0.0,-1,0.990393,0.0068087,0.00279829
1052,ONGC.NS,2024-09-04,307.4596057039529,308.6308923071712,301.0175889603637,306.8739624023437,25397204,0.0,0.0,1,0.99242777,0.00439797,0.00317427
1054,ONGC.NS,2024-09-06,304.0434000892204,305.6538968931163,296.4301262233179,301.40802001953125,27946491,0.0,0.0,-1,0.9910965,0.0055702,0.00333329
1055,ONGC.NS,2024-09-09,301.31042286071903,301.31042286071903,287.59673063218565,291.7449951171875,30369085,0.0,0.0,-1,0.9922347,0.00468805,0.00307722
1056,ONGC.NS,2024-09-10,292.9162976154275,294.28277885668723,287.93837400571385,288.5240173339844,15618589,0.0,0.0,-1,0.9918656,0.00506201,0.00307247
1057,ONGC.NS,2024-09-11,285.4005985324061,285.4005985324061,276.46963482127484,278.4705505371094,44826300,0.0,0.0,1,0.9926157,0.00432574,0.00305862
1058,ONGC.NS,2024-09-12,281.10591348803325,287.694333335409,279.6418201886164,287.0110778808594,21964895,0.0,0.0,1,0.04955566,0.89588106,0.05456334
1059,ONGC.NS,2024-09-13,288.621622767499,290.13450735866786,284.08290941987985,284.4733581542969,13672371,0.0,0.0,1,0.9905184,0.00605046,0.00343116
1060,ONGC.NS,2024-09-16,287.74313065495625,288.3287739445989,284.3757338668578,285.4981994628906,10971110,0.0,0.0,-1,0.9893959,0.00752272,0.00308145
1061,ONGC.NS,2024-09-17,286.6694994421799,289.5000740561998,285.1565850576294,287.59674072265625,11873436,0.0,0.0,1,0.9917915,0.00525576,0.0029528
1062,ONGC.NS,2024-09-18,290.4761155377973,290.67131010479886,281.0083003201202,283.4484558105469,13421760,0.0,0.0,-1,0.9894315,0.00744213,0.00312633
1063,ONGC.NS,2024-09-19,280.5202807805107,282.27721067824245,275.7375817796204,278.4217529296875,17067311,0.0,0.0,-1,0.0642712,0.8840183,0.05171049
1065,ONGC.NS,2024-09-23,281.4963374904668,289.304835228272,280.666678648414,288.3775939941406,14621229,0.0,0.0,1,0.99027514,0.00653114,0.0031937
1066,ONGC.NS,2024-09-24,289.2072403536896,294.7708072395906,287.64556454233053,292.2818603515625,16986759,0.0,0.0,1,0.05175614,0.89130265,0.05694117
1067,ONGC.NS,2024-09-25,292.28185137173006,293.9899603016001,289.5976801962199,291.5498046875,10609614,0.0,0.0,1,0.05212223,0.8916586,0.05621926
1068,ONGC.NS,2024-09-26,289.9392666928737,291.5497931641693,284.52213335850274,288.1335754394531,27812412,0.0,0.0,-1,0.985951,0.01103005,0.00301904
1069,ONGC.NS,2024-09-27,285.6934435814296,291.3058017368208,282.76525671774726,290.0857238769531,35706130,0.0,0.0,1,0.07153793,0.8772947,0.0511673
1070,ONGC.NS,2024-09-30,289.8904919390424,294.5755788838407,286.7182895861741,290.47613525390625,16294341,0.0,0.0,0,0.05075068,0.892428,0.05682133
1071,ONGC.NS,2024-10-01,289.8904978750066,291.9890258247712,283.7413174106626,284.9613952636719,10919818,0.0,0.0,1,0.8912396,0.09879876,0.00996169
1073,ONGC.NS,2024-10-04,289.8904819472375,292.5258618797618,286.1814573927011,288.182373046875,23104209,0.0,0.0,0,0.07195203,0.8775609,0.05048707
1074,ONGC.NS,2024-10-07,288.91443628463446,289.20724305523527,274.7615331558263,282.521240234375,20917962,0.0,0.0,-1,0.99233526,0.00439298,0.00327164
1075,ONGC.NS,2024-10-08,281.2523283330305,286.8646862097268,273.834249355986,286.42547607421875,10572360,0.0,0.0,-1,0.9926409,0.00417424,0.00318476
1076,ONGC.NS,2024-10-09,284.27813485342256,284.9125693686455,279.9834668422328,281.5939636230469,13147475,0.0,0.0,-1,0.10209048,0.84751683,0.05039267
1077,ONGC.NS,2024-10-10,281.7891909787601,285.1565879585197,280.66669553178343,281.8379821777344,7237212,0.0,0.0,1,0.09615637,0.85498095,0.04886263
1078,ONGC.NS,2024-10-11,284.3269192674363,286.6206714942547,282.570019146117,285.5469970703125,7011704,0.0,0.0,0,0.9911199,0.00574339,0.00313662
1079,ONGC.NS,2024-10-14,285.6934438076839,285.88863839318304,278.324155656013,279.641845703125,12690951,0.0,0.0,-1,0.9924233,0.0043388,0.00323789
1080,ONGC.NS,2024-10-15,279.54422473610686,279.54422473610686,274.1270911189844,276.90887451171875,15087155,0.0,0.0,-1,0.14618641,0.80926967,0.0445438
1081,ONGC.NS,2024-10-16,276.2256024307989,280.37386677825793,273.93185030479304,278.5681457519531,18188885,0.0,0.0,1,0.05504251,0.8929982,0.05195933
1082,ONGC.NS,2024-10-17,278.1777364952405,280.7155042592748,274.2246963651303,274.859130859375,13343303,0.0,0.0,-1,0.9909394,0.00625517,0.00280546
1083,ONGC.NS,2024-10-18,275.2495635652202,277.68971927058567,272.51660109003376,276.5184326171875,14028398,0.0,0.0,-1,0.08563474,0.86399317,0.05037218
1084,ONGC.NS,2024-10-21,274.41989206577585,277.20167539955577,267.977875342037,269.97882080078125,10299773,0.0,0.0,-1,0.10771268,0.8424746,0.04981281
1085,ONGC.NS,2024-10-22,271.3452865778772,271.49168994775664,263.5367891223987,264.317626953125,10028511,0.0,0.0,-1,0.04962411,0.8938271,0.05654883
1086,ONGC.NS,2024-10-23,263.5367962436507,267.831464002803,258.70527639769523,264.366455078125,18823321,0.0,0.0,0,0.04695195,0.8950792,0.05796885
1087,ONGC.NS,2024-10-24,265.39131808017663,265.9281701863957,261.92630903018306,262.6583557128906,7488521,0.0,0.0,-1,0.99223655,0.00456376,0.0031997
1088,ONGC.NS,2024-10-25,263.5367996588226,263.82960641028814,255.33788296018133,257.7292175292969,12961181,0.0,0.0,-1,0.99224275,0.00486275,0.00289445
1089,ONGC.NS,2024-10-28,254.4106100978593,258.705277881646,249.18868618956483,257.0459899902344,13835091,0.0,0.0,1,0.9818699,0.01458054,0.00354961
1090,ONGC.NS,2024-10-29,257.04599739866995,259.1933164589248,253.1905396277893,258.656494140625,9122757,0.0,0.0,0,0.05026454,0.8934244,0.05631103
1091,ONGC.NS,2024-10-30,258.6564873561116,259.82777393065936,254.80102968635893,255.3866729736328,11166643,0.0,0.0,-1,0.04953565,0.89426196,0.05620248
1092,ONGC.NS,2024-10-31,257.0947900013573,261.87748905608726,254.898649944762,259.7789611816406,16173656,0.0,0.0,1,0.05501815,0.88990134,0.05508048
1094,ONGC.NS,2024-11-04,267.4410640317024,267.7826917862345,253.92259553108272,258.9493103027344,14355959,0.0,0.0,-1,0.99250364,0.00445574,0.00304064
1095,ONGC.NS,2024-11-05,258.8517044934692,262.17030997937434,257.2899990333214,260.9990234375,11676017,0.0,0.0,1,0.99214387,0.00497488,0.00288129
1099,ONGC.NS,2024-11-11,256.0699325495075,256.0699325495075,249.87193141824537,250.75038146972656,8450657,0.0,0.0,1,0.9925054,0.00439161,0.00310297
1100,ONGC.NS,2024-11-12,254.60584558518136,256.8995978455455,249.28629437202136,250.01834106445312,22445400,0.0,0.0,-1,0.9926415,0.0043519,0.00300662
1101,ONGC.NS,2024-11-13,250.01833165690223,250.79919930501447,243.03949274239315,246.5045166015625,17483332,0.0,0.0,-1,0.9924905,0.00434102,0.00316842
1102,ONGC.NS,2024-11-14,246.50452618748776,248.2126351386474,243.0395021935726,244.79641723632807,12454540,0.0,0.0,0,0.99056935,0.00644749,0.00298313
1103,ONGC.NS,2024-11-18,245.08923381822564,246.06529605582347,241.18498486783432,244.6499938964844,14636541,0.0,0.0,1,0.9925579,0.00440609,0.00303599
1104,ONGC.NS,2024-11-19,250.0,255.3999938964844,247.1000061035156,248.0,17397559,6.0,0.0,-1,0.9917427,0.00514527,0.00311203
1105,ONGC.NS,2024-11-21,248.0,248.0,240.8000030517578,242.1499938964844,16189440,0.0,0.0,1,0.98591137,0.01089419,0.00319451
1106,ONGC.NS,2024-11-22,244.8000030517578,246.9499969482422,243.5,245.6000061035156,9637581,0.0,0.0,1,0.05609162,0.8909417,0.05296677
1107,ONGC.NS,2024-11-25,248.5,260.5,247.9499969482422,257.8999938964844,31973671,0.0,0.0,1,0.13294503,0.8180182,0.04903672
1108,ONGC.NS,2024-11-26,256.95001220703125,258.25,252.5500030517578,254.25,9242451,0.0,0.0,-1,0.04372244,0.89188373,0.06439389
1109,ONGC.NS,2024-11-27,255.0,255.5,250.5500030517578,254.3000030517578,11689970,0.0,0.0,0,0.99102086,0.00597871,0.00300048
1110,ONGC.NS,2024-11-28,255.0,257.3999938964844,251.1999969482422,252.1999969482422,14202863,0.0,0.0,-1,0.9837413,0.01283666,0.00342205
1111,ONGC.NS,2024-11-29,253.8000030517578,258.6499938964844,252.25,256.70001220703125,11476347,0.0,0.0,1,0.23142794,0.727391,0.04118094
1112,ONGC.NS,2024-12-02,255.5,258.29998779296875,252.6999969482422,257.54998779296875,13677959,0.0,0.0,1,0.9602681,0.03496424,0.00476764
1113,ONGC.NS,2024-12-03,260.3999938964844,264.70001220703125,258.8500061035156,262.3500061035156,15345326,0.0,0.0,1,0.94039994,0.05290257,0.00669752
1114,ONGC.NS,2024-12-04,263.8500061035156,264.29998779296875,260.0,260.70001220703125,10713838,0.0,0.0,-1,0.9435064,0.05001204,0.00648156
1115,ONGC.NS,2024-12-05,260.70001220703125,263.25,256.8999938964844,261.29998779296875,12896743,0.0,0.0,0,0.99206984,0.00500037,0.00292985
1117,ONGC.NS,2024-12-09,260.04998779296875,261.3500061035156,257.70001220703125,258.8999938964844,6800856,0.0,0.0,1,0.9907516,0.00649426,0.00275416
1118,ONGC.NS,2024-12-10,257.6499938964844,258.75,254.5,256.8999938964844,11318782,0.0,0.0,0,0.9908618,0.00627185,0.00286642
1119,ONGC.NS,2024-12-11,257.5,258.70001220703125,255.6499938964844,256.6000061035156,5353032,0.0,0.0,0,0.9922559,0.00472989,0.00301422
1120,ONGC.NS,2024-12-12,258.0,258.6000061035156,253.6000061035156,254.0500030517578,7123877,0.0,0.0,-1,0.08375525,0.8633978,0.05284701
1121,ONGC.NS,2024-12-13,253.0,256.79998779296875,249.5,254.25,11143128,0.0,0.0,0,0.99029726,0.00685488,0.00284791
1122,ONGC.NS,2024-12-16,254.0,256.29998779296875,251.1999969482422,251.8000030517578,7283872,0.0,0.0,-1,0.9902085,0.00693378,0.00285769
1124,ONGC.NS,2024-12-18,247.3999938964844,247.5,243.3999938964844,244.1499938964844,8430930,0.0,0.0,-1,0.9917035,0.00538702,0.00290938
1125,ONGC.NS,2024-12-19,240.0,243.9499969482422,238.5500030517578,241.8500061035156,9518542,0.0,0.0,0,0.99047285,0.00673352,0.00279366
1126,ONGC.NS,2024-12-20,241.5,244.1499938964844,235.3000030517578,237.1000061035156,15556528,0.0,0.0,-1,0.9920827,0.00495071,0.00296655
1127,ONGC.NS,2024-12-23,238.25,242.3000030517578,236.8500061035156,240.8500061035156,7722901,0.0,0.0,1,0.06397092,0.88268644,0.05334261
1131,ONGC.NS,2024-12-30,236.0500030517578,237.0,231.1499938964844,232.6499938964844,19401112,0.0,0.0,-1,0.9925075,0.00436239,0.0031301
1132,ONGC.NS,2024-12-31,232.6499938964844,239.8999938964844,232.3500061035156,239.25,12004845,0.0,0.0,1,0.99267393,0.00438196,0.00294409
1133,ONGC.NS,2025-01-01,237.8099975585937,239.2400054931641,236.3500061035156,236.9499969482422,9418453,0.0,0.0,0,0.9925943,0.00446024,0.00294552
1138,PAYTM.NS,2024-09-02,619.0,634.0,587.2999877929688,607.8499755859375,20043277,0.0,0.0,-1,0.9925155,0.00419899,0.0032856
1143,PAYTM.NS,2024-09-09,605.5,640.0,584.0999755859375,627.6500244140625,14987916,0.0,0.0,1,0.992607,0.00420501,0.00318801
1144,PAYTM.NS,2024-09-10,636.9000244140625,687.4000244140625,633.5,653.4000244140625,35594437,0.0,0.0,1,0.99262434,0.00416355,0.0032121
1146,PAYTM.NS,2024-09-12,673.8499755859375,683.9000244140625,655.5,666.0,17250725,0.0,0.0,1,0.99269074,0.00413659,0.00317263
1147,PAYTM.NS,2024-09-13,668.0,676.0,650.0999755859375,654.9500122070312,7126659,0.0,0.0,1,0.9924115,0.00454376,0.00304486
1150,PAYTM.NS,2024-09-18,665.7000122070312,703.25,665.0,671.4500122070312,13742268,0.0,0.0,1,0.9919193,0.00512905,0.0029517
1151,PAYTM.NS,2024-09-19,677.0999755859375,683.7999877929688,628.5,655.0499877929688,10044737,0.0,0.0,1,0.992735,0.00413065,0.00313429
1153,PAYTM.NS,2024-09-23,665.0,676.4000244140625,648.0,651.5499877929688,3839695,0.0,0.0,1,0.9927418,0.00413193,0.00312612
1154,PAYTM.NS,2024-09-24,656.0,688.3499755859375,651.1500244140625,680.9500122070312,11991325,0.0,0.0,1,0.9926277,0.0041648,0.00320761
1156,PAYTM.NS,2024-09-26,690.0,724.7999877929688,678.25,705.1500244140625,20458620,0.0,0.0,1,0.99257225,0.00414675,0.00328102
1157,PAYTM.NS,2024-09-27,708.0,708.8499755859375,667.0,672.2999877929688,8458867,0.0,0.0,-1,0.992649,0.00416553,0.00318538
1159,PAYTM.NS,2024-10-01,688.4000244140625,742.0,681.7000122070312,731.3499755859375,21039195,0.0,0.0,-1,0.05168181,0.89386326,0.05445498
1160,PAYTM.NS,2024-10-03,703.0,755.9000244140625,700.0,727.5499877929688,19233620,0.0,0.0,1,0.97218895,0.02396337,0.00384766
1161,PAYTM.NS,2024-10-04,726.0,732.5,691.0,695.1500244140625,13080404,0.0,0.0,1,0.99276537,0.00422286,0.00301181
1162,PAYTM.NS,2024-10-07,701.6500244140625,713.3499755859375,637.0999755859375,651.8499755859375,14215795,0.0,0.0,1,0.9926202,0.00416261,0.00321715
1163,PAYTM.NS,2024-10-08,657.25,772.8499755859375,657.25,750.5999755859375,35378353,0.0,0.0,1,0.98401743,0.0124057,0.00357684
1164,PAYTM.NS,2024-10-09,751.0,766.4000244140625,725.8499755859375,741.25,23836638,0.0,0.0,1,0.99259233,0.00423169,0.00317596
1165,PAYTM.NS,2024-10-10,744.75,755.9500122070312,727.0,732.0,12019164,0.0,0.0,-1,0.04980368,0.89457417,0.05562221
1166,PAYTM.NS,2024-10-11,732.5,753.0,721.0,724.5,11361887,0.0,0.0,1,0.99269557,0.00416151,0.0031429
1167,PAYTM.NS,2024-10-14,729.5999755859375,736.3499755859375,712.0,717.6500244140625,8101148,0.0,0.0,1,0.99250376,0.00416291,0.00333329
1169,PAYTM.NS,2024-10-16,729.0,734.6500244140625,716.0,721.9500122070312,4586084,0.0,0.0,1,0.04880859,0.8939009,0.05729058
1170,PAYTM.NS,2024-10-17,726.0499877929688,729.0,691.0,696.1500244140625,5610775,0.0,0.0,-1,0.99017686,0.00690678,0.00291634
1171,PAYTM.NS,2024-10-18,690.1500244140625,729.9000244140625,670.4000244140625,725.1500244140625,10913448,0.0,0.0,1,0.05307152,0.8917802,0.05514828
1172,PAYTM.NS,2024-10-21,725.0,745.5,706.2000122070312,725.9500122070312,10401315,0.0,0.0,1,0.04319015,0.894635,0.06217489
1173,PAYTM.NS,2024-10-22,727.0,728.7999877929688,669.7999877929688,686.4500122070312,21530805,0.0,0.0,1,0.9926514,0.00414338,0.00320524
1174,PAYTM.NS,2024-10-23,720.0,771.7000122070312,700.5999755859375,745.0999755859375,43691234,0.0,0.0,1,0.99251294,0.00419919,0.0032879
1175,PAYTM.NS,2024-10-24,750.0,790.0,739.3499755859375,764.4500122070312,26111216,0.0,0.0,1,0.9809161,0.01551119,0.00357273
1176,PAYTM.NS,2024-10-25,765.0,768.0,714.0,744.4500122070312,18746220,0.0,0.0,1,0.99224234,0.0045663,0.00319141
1177,PAYTM.NS,2024-10-28,747.7000122070312,758.7999877929688,726.0999755859375,733.2000122070312,8629246,0.0,0.0,-1,0.99276626,0.00417317,0.00306059
1179,PAYTM.NS,2024-10-30,746.0,765.5999755859375,737.0499877929688,752.0999755859375,5797322,0.0,0.0,-1,0.9925954,0.00429159,0.00311308
1180,PAYTM.NS,2024-10-31,749.4500122070312,778.5,748.0,758.9000244140625,9492066,0.0,0.0,1,0.99273324,0.00414644,0.00312036
1181,PAYTM.NS,2024-11-01,765.0,773.0,756.0,761.8499755859375,1376476,0.0,0.0,-1,0.9928433,0.00422443,0.00293227
1182,PAYTM.NS,2024-11-04,761.8499755859375,769.9500122070312,747.0,751.2000122070312,4920251,0.0,0.0,-1,0.99267524,0.0041769,0.0031479
1183,PAYTM.NS,2024-11-05,751.0,776.7000122070312,747.0499877929688,764.4500122070312,6970675,0.0,0.0,1,0.992595,0.00418192,0.00322308
